time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-05-12T13:30:27.900Z,31.708,104.405,29.6,4.1,mb,11,116.1,,0.32,us,usp000g6a0,2014-11-07T01:35:58.658Z,"30 km WSW of Jiangyou, China",earthquake,,23.6,,1,reviewed,us,us
2008-05-12T13:26:50.740Z,31.068,103.778,10,4.4,mb,12,129,,0.56,us,usp000g69z,2014-11-07T01:35:58.657Z,"17 km WNW of Tianpeng, China",earthquake,,,,1,reviewed,us,us
2008-05-12T13:25:00.680Z,31.082,103.542,23.5,4.2,mb,17,104.3,,0.64,us,usp000g69x,2014-11-07T01:35:58.653Z,"39 km WNW of Tianpeng, China",earthquake,,23.9,,3,reviewed,us,us
2008-05-12T13:21:32.860Z,31.194,103.816,10,4.1,mb,18,129,,0.96,us,usp000g69w,2014-11-07T01:35:58.651Z,"25 km NNW of Tianpeng, China",earthquake,,,,5,reviewed,us,us
2008-05-12T13:18:47.310Z,31.298,103.395,10,4.2,mb,16,104.9,,1.04,us,usp000g69u,2014-11-07T01:35:58.436Z,"62 km WNW of Tianpeng, China",earthquake,,,,3,reviewed,us,us
2008-05-12T13:11:11.080Z,32.302,104.638,10,4.3,mb,17,122.4,,1.05,us,usp000g69t,2014-11-07T01:35:58.434Z,"59 km N of Jiangyou, China",earthquake,,,,2,reviewed,us,us
2008-05-12T13:09:09.220Z,32.105,104.887,10,4.5,mb,17,107.6,,0.62,us,usp000g69s,2014-11-07T01:35:58.428Z,"40 km NNE of Jiangyou, China",earthquake,,,,3,reviewed,us,us
2008-05-12T13:07:15.520Z,31.079,103.474,10,4.4,mb,17,105.5,,1.11,us,usp000g69r,2014-11-07T01:35:58.426Z,"45 km WNW of Tianpeng, China",earthquake,,,,2,reviewed,us,us
2008-05-12T13:02:04.010Z,30.859,103.405,10,4.4,mb,16,105,,1.36,us,usp000g69q,2014-11-07T01:35:58.423Z,"49 km N of Linqiong, China",earthquake,,,,2,reviewed,us,us
2008-05-12T12:55:27.580Z,33.822,101.656,10,4.1,mb,9,183,,0.57,us,usp000g69p,2014-11-07T01:35:58.421Z,"243 km SW of Linxia Chengguanzhen, China",earthquake,,,,6,reviewed,us,us
2008-05-12T12:54:58.790Z,31.194,103.789,10,4.4,mb,13,126.8,,0.71,us,usp000g69n,2014-11-07T01:35:58.419Z,"27 km NNW of Tianpeng, China",earthquake,,,,2,reviewed,us,us
2008-05-12T12:38:53.710Z,31.416,104.081,10,4.5,mb,28,83.1,,0.75,us,usp000g69f,2014-11-07T01:35:58.340Z,"42 km NW of Deyang, China",earthquake,,,,4,reviewed,us,us
2008-05-12T12:34:50.210Z,32.074,104.576,10,4.7,mb,25,117.9,,1.4,us,usp000g69d,2014-11-07T01:35:58.337Z,"36 km NNW of Jiangyou, China",earthquake,,,,4,reviewed,us,us
2008-05-12T12:29:56.520Z,31.353,104.049,10,4.7,mb,30,97,,0.63,us,usp000g69a,2014-11-07T01:35:58.331Z,"40 km NW of Deyang, China",earthquake,,,,5,reviewed,us,us
2008-05-12T12:15:40.890Z,31.857,104.616,10,4.8,mb,81,53.8,,1.09,us,usp000g696,2014-11-07T01:35:58.321Z,"13 km NW of Jiangyou, China",earthquake,,,,45,reviewed,us,us
2008-05-12T12:13:46.700Z,31.335,103.754,10,4.7,mb,38,114.7,,0.7,us,usp000g695,2014-11-07T01:35:58.318Z,"42 km NNW of Tianpeng, China",earthquake,,,,9,reviewed,us,us
2008-05-12T12:12:51.280Z,31.113,103.518,10,3.6,mb,13,163.6,,1.21,us,usp000g694,2014-11-07T01:35:58.316Z,"42 km WNW of Tianpeng, China",earthquake,,,,1,reviewed,us,us
2008-05-12T12:06:53.700Z,32.151,104.731,10,4.5,mb,17,129.8,,0.5,us,usp000g690,2014-11-07T01:35:58.310Z,"42 km N of Jiangyou, China",earthquake,,,,4,reviewed,us,us
2008-05-12T12:06:15.310Z,32.316,105.223,10,4.8,mb,58,75.7,,0.77,us,usp000g68z,2014-11-07T01:35:58.306Z,"58 km WSW of Guangyuan, China",earthquake,,,,17,reviewed,us,us
2008-05-12T12:04:37.360Z,32.608,105.519,10,4.6,mb,51,95,,0.98,us,usp000g68y,2014-11-07T01:35:58.301Z,"33 km WNW of Guangyuan, China",earthquake,,,,17,reviewed,us,us
2008-05-12T12:01:51.310Z,31.157,103.735,10,4.7,mb,15,129,,0.72,us,usp000g68x,2014-11-07T01:35:58.300Z,"27 km NW of Tianpeng, China",earthquake,,,,1,reviewed,us,us
2008-05-12T11:52:20.210Z,32.755,105.551,10,4.6,mb,31,75.4,,0.67,us,usp000g68v,2014-11-07T01:35:58.293Z,"43 km NW of Guangyuan, China",earthquake,,,,6,reviewed,us,us
2008-05-12T11:50:01.600Z,32.044,104.726,10,4.6,mb,22,171.6,,0.68,us,usp000g68t,2014-11-07T01:35:58.289Z,"30 km N of Jiangyou, China",earthquake,,,,1,reviewed,us,us
2008-05-12T11:45:16.700Z,32.21,104.87,10,4.3,mb,26,70,,1.14,us,usp000g68q,2014-11-07T01:35:58.285Z,"51 km NNE of Jiangyou, China",earthquake,,,,2,reviewed,us,us
2008-05-12T11:41:09.470Z,32.332,105.08,10,4.5,mb,56,45.3,,0.73,us,usp000g68n,2014-11-07T01:35:58.279Z,"70 km W of Guangyuan, China",earthquake,,,,19,reviewed,us,us
2008-05-12T11:40:09.330Z,31.962,104.672,10,4.2,mb,22,96.9,,0.64,us,usp000g68m,2014-11-07T01:35:58.277Z,"22 km N of Jiangyou, China",earthquake,,,,3,reviewed,us,us
2008-05-12T11:35:05.930Z,31.117,103.622,10,4.1,mb,13,128.9,,0.57,us,usp000g68k,2014-11-07T01:35:58.276Z,"33 km WNW of Tianpeng, China",earthquake,,,,2,reviewed,us,us
2008-05-12T11:33:18.760Z,32.445,105.318,10,4.6,mb,42,102.9,,0.86,us,usp000g68j,2014-11-07T01:35:58.272Z,"47 km W of Guangyuan, China",earthquake,,,,9,reviewed,us,us
2008-05-12T11:32:15.190Z,32.207,105.174,10,4.2,mb,17,102.8,,1.14,us,usp000g68h,2014-11-07T01:35:58.270Z,"65 km NE of Jiangyou, China",earthquake,,,,1,reviewed,us,us
2008-05-12T11:28:36.910Z,31.231,103.861,10,4.7,mb,53,69.2,,0.73,us,usp000g68g,2014-11-07T01:35:58.266Z,"28 km NNW of Tianpeng, China",earthquake,,,,17,reviewed,us,us
2008-05-12T11:27:34.190Z,31.227,104.068,10,4.5,mb,26,98.3,,0.99,us,usp000g68f,2014-11-07T01:35:58.264Z,"29 km NNE of Tianpeng, China",earthquake,,,,4,reviewed,us,us
2008-05-12T11:11:02.480Z,31.214,103.618,10,6.1,mwc,367,30.4,,1.13,us,usp000g68b,2022-08-09T09:00:51.878Z,"39 km NW of Tianpeng, China",earthquake,,,,,reviewed,us,gcmt
2008-05-12T11:04:47.060Z,32.475,105.348,10,4.3,mb,21,130.2,,1.09,us,usp000g689,2014-11-07T01:35:58.216Z,"44 km W of Guangyuan, China",earthquake,,,,5,reviewed,us,us
2008-05-12T10:54:18.270Z,31.311,104.036,10,4.8,mb,14,129.2,,0.55,us,usp000g685,2014-11-07T01:35:58.125Z,"37 km NNE of Tianpeng, China",earthquake,,,,2,reviewed,us,us
2008-05-12T10:43:58.540Z,31.616,104.47,10,4.5,mb,27,96.8,,0.97,us,usp000g684,2014-11-07T01:35:58.121Z,"25 km NW of Mianyang, China",earthquake,,,,5,reviewed,us,us
2008-05-12T10:43:10.890Z,31.409,104.045,10,4.3,mb,28,98.6,,0.56,us,usp000g683,2014-11-07T01:35:58.086Z,"44 km NW of Deyang, China",earthquake,,,,7,reviewed,us,us
2008-05-12T10:33:33.000Z,32.459,105.251,10,4.7,mb,23,128.1,,0.67,us,usp000g682,2014-11-07T01:35:58.083Z,"53 km W of Guangyuan, China",earthquake,,,,3,reviewed,us,us
2008-05-12T10:23:40.080Z,30.966,103.365,10,5,mb,191,34.6,,0.78,us,usp000g681,2022-08-09T09:03:54.509Z,"54 km W of Tianpeng, China",earthquake,,,,102,reviewed,us,us
2008-05-12T10:16:19.950Z,32.257,105.004,10,4.3,mb,32,85,,1.05,us,usp000g67z,2014-11-07T01:35:58.037Z,"60 km NNE of Jiangyou, China",earthquake,,,,5,reviewed,us,us
2008-05-12T10:09:11.770Z,31.687,104.419,10,4.6,mb,14,129.5,,0.55,us,usp000g67w,2014-11-07T01:35:57.999Z,"29 km WSW of Jiangyou, China",earthquake,,,,1,reviewed,us,us
2008-05-12T10:07:20.960Z,31.486,104.162,10,4.5,mb,19,127.1,,0.7,us,usp000g67v,2014-11-07T01:35:57.984Z,"44 km NNW of Deyang, China",earthquake,,,,1,reviewed,us,us
2008-05-12T10:06:07.070Z,31.282,104.004,10,4.6,mb,13,126.9,,0.96,us,usp000g67u,2014-11-07T01:35:57.981Z,"33 km N of Tianpeng, China",earthquake,,,,2,reviewed,us,us
2008-05-12T10:04:30.950Z,32.465,105.357,10,4.1,mb,17,130.3,,0.7,us,usp000g67t,2014-11-07T01:35:57.978Z,"43 km W of Guangyuan, China",earthquake,,,,1,reviewed,us,us
2008-05-12T10:02:36.820Z,32.515,105.26,10,4.1,mb,18,97.4,,0.52,us,usp000g67s,2014-11-07T01:35:57.955Z,"53 km W of Guangyuan, China",earthquake,,,,4,reviewed,us,us
2008-05-12T10:01:38.760Z,32.216,105.004,10,4.4,mb,18,102.6,,1.11,us,usp000g67r,2014-11-07T01:35:57.932Z,"56 km NNE of Jiangyou, China",earthquake,,,,1,reviewed,us,us
2008-05-12T09:54:49.950Z,31.057,103.723,10,4.5,mb,35,66,,1.07,us,usp000g67n,2014-11-07T01:35:57.827Z,"22 km WNW of Tianpeng, China",earthquake,,,,3,reviewed,us,us
2008-05-12T09:51:24.770Z,31.624,104.23,10,4.6,mb,13,111.9,,0.86,us,usp000g67k,2014-11-07T01:35:57.795Z,"46 km WNW of Mianyang, China",earthquake,,,,3,reviewed,us,us
2008-05-12T09:42:24.860Z,31.527,104.092,10,5.5,mb,251,36.4,,0.77,us,usp000g67h,2022-08-09T09:01:55.146Z,"51 km NNW of Deyang, China",earthquake,,,,152,reviewed,us,us
2008-05-12T09:42:02.620Z,31.315,103.988,10,4.5,mb,33,119.8,,0.66,us,usp000g67g,2014-11-07T01:35:57.715Z,"36 km N of Tianpeng, China",earthquake,,,,10,reviewed,us,us
2008-05-12T09:31:16.620Z,31.261,103.631,10,4.7,mb,58,65,,0.9,us,usp000g67e,2014-11-07T01:35:57.673Z,"42 km NW of Tianpeng, China",earthquake,,,,22,reviewed,us,us
2008-05-12T09:30:54.120Z,32.419,105.437,10,4.3,mb,17,130.3,,0.85,us,usp000g67d,2014-11-07T01:35:57.669Z,"36 km W of Guangyuan, China",earthquake,,,,2,reviewed,us,us
2008-05-12T09:23:34.880Z,32.176,104.886,13.2,4.8,mb,73,53.9,,0.81,us,usp000g67b,2022-05-02T19:59:10.861Z,"48 km NNE of Jiangyou, China",earthquake,,,,30,reviewed,us,us
2008-05-12T09:19:10.800Z,31.066,103.632,10,4.8,mb,20,104.4,,0.91,us,usp000g679,2014-11-07T01:35:57.654Z,"30 km WNW of Tianpeng, China",earthquake,,,,4,reviewed,us,us
2008-05-12T09:15:57.170Z,31.196,103.479,10,4.8,mb,11,171.4,,0.75,us,usp000g678,2014-11-07T01:35:57.626Z,"49 km WNW of Tianpeng, China",earthquake,,,,1,reviewed,us,us
2008-05-12T09:13:51.330Z,31.775,104.208,10,4.5,mb,17,138.6,,0.81,us,usp000g677,2014-11-07T01:35:57.586Z,"48 km W of Jiangyou, China",earthquake,,,,3,reviewed,us,us
2008-05-12T09:07:00.430Z,31.206,103.682,10,5,mb,140,35.4,,0.79,us,usp000g676,2014-11-07T01:35:57.576Z,"34 km NW of Tianpeng, China",earthquake,,,,77,reviewed,us,us
2008-05-12T09:06:42.940Z,31.261,103.772,10,4.8,mb,25,87.4,,0.93,us,usp000g675,2014-11-07T01:35:57.570Z,"34 km NNW of Tianpeng, China",earthquake,,,,2,reviewed,us,us
2008-05-12T09:06:06.900Z,32.606,105.796,10,3.5,mb,10,159.2,,0.98,us,usp000g674,2014-11-07T01:35:57.569Z,"18 km N of Guangyuan, China",earthquake,,,,1,reviewed,us,us
2008-05-12T09:03:37.200Z,31.433,104.496,10,4.5,mb,16,118.3,,0.62,us,usp000g673,2014-11-07T01:35:57.558Z,"18 km WSW of Mianyang, China",earthquake,,,,1,reviewed,us,us
2008-05-12T08:59:38.250Z,31.205,103.484,10,4.2,mb,16,119.7,,1.05,us,usp000g672,2014-11-07T01:35:57.556Z,"49 km WNW of Tianpeng, China",earthquake,,,,1,reviewed,us,us
2008-05-12T08:56:32.420Z,32,104.901,10,4.5,mb,28,239.4,,0.75,us,usp000g66z,2014-11-07T01:35:57.550Z,"31 km NE of Jiangyou, China",earthquake,,,,8,reviewed,us,us
2008-05-12T08:54:12.390Z,32.075,104.894,10,4.7,mb,60,75.8,,1.15,us,usp000g66y,2014-11-07T01:35:57.545Z,"38 km NNE of Jiangyou, China",earthquake,,,,21,reviewed,us,us
2008-05-12T08:50:37.280Z,32.382,105.349,10,4.7,mb,47,52.8,,0.81,us,usp000g66w,2014-11-07T01:35:57.538Z,"45 km W of Guangyuan, China",earthquake,,,,14,reviewed,us,us
2008-05-12T08:47:24.980Z,32.199,104.971,10,4.9,mb,104,43.5,,0.87,us,usp000g66v,2022-05-02T20:45:04.345Z,"53 km NNE of Jiangyou, China",earthquake,,,,43,reviewed,us,us
2008-05-12T08:40:28.920Z,31.249,103.547,10,4.4,mb,24,151.1,,0.89,us,usp000g66u,2014-11-07T01:35:57.528Z,"47 km NW of Tianpeng, China",earthquake,,,,6,reviewed,us,us
2008-05-12T08:40:11.670Z,32.153,104.994,10,4.3,mb,19,102.6,,0.88,us,usp000g66t,2014-11-07T01:35:57.526Z,"50 km NNE of Jiangyou, China",earthquake,,,,3,reviewed,us,us
2008-05-12T08:36:25.430Z,30.937,103.385,10,4.4,mb,30,133.9,,1.03,us,usp000g66s,2014-11-07T01:35:57.522Z,"53 km W of Tianpeng, China",earthquake,,,,5,reviewed,us,us
2008-05-12T08:35:06.410Z,31.159,103.643,10,4.6,mb,39,65.3,,0.98,us,usp000g66r,2014-11-07T01:35:57.519Z,"34 km NW of Tianpeng, China",earthquake,,,,13,reviewed,us,us
2008-05-12T08:26:12.540Z,31.406,103.961,10,4.9,mb,76,65.5,,0.72,us,usp000g66n,2022-05-02T20:44:58.737Z,"46 km N of Tianpeng, China",earthquake,,,,29,reviewed,us,us
2008-05-12T08:21:39.930Z,31.503,104.052,10,5,mb,143,34.2,,0.98,us,usp000g66m,2022-05-02T20:44:53.102Z,"51 km NW of Deyang, China",earthquake,,,,87,reviewed,us,us
2008-05-12T08:18:48.740Z,31.363,103.865,10,4.7,mb,10,170.4,,0.84,us,usp000g66k,2014-11-07T01:35:57.497Z,"42 km N of Tianpeng, China",earthquake,,,,1,reviewed,us,us
2008-05-12T08:12:51.490Z,32.213,104.976,10,4.8,mb,15,127.8,,0.61,us,usp000g66h,2014-11-07T01:35:57.493Z,"55 km NNE of Jiangyou, China",earthquake,,,,1,reviewed,us,us
2008-05-12T08:10:58.350Z,31.1,103.53,10,5,mb,128,41.1,,0.85,us,usp000g66g,2022-05-02T19:45:52.481Z,"41 km WNW of Tianpeng, China",earthquake,,,,76,reviewed,us,us
2008-05-12T08:10:45.330Z,32.003,104.723,10,4.7,mb,18,127.6,,1.2,us,usp000g66f,2014-11-07T01:35:57.481Z,"26 km N of Jiangyou, China",earthquake,,,,3,reviewed,us,us
2008-05-12T08:08:19.430Z,31.706,104.526,10,4.7,mb,46,86.9,,1.02,us,usp000g66d,2014-11-07T01:35:57.476Z,"19 km WSW of Jiangyou, China",earthquake,,,,19,reviewed,us,us
2008-05-12T08:08:03.510Z,30.825,103.451,10,4.6,mb,36,80.2,,1.38,us,usp000g66c,2014-11-07T01:35:57.472Z,"45 km N of Linqiong, China",earthquake,,,,13,reviewed,us,us
2008-05-12T08:03:37.690Z,32.053,104.703,10,4.7,mb,52,101.6,,1.13,us,usp000g66b,2014-11-07T01:35:57.468Z,"31 km N of Jiangyou, China",earthquake,,,,22,reviewed,us,us
2008-05-12T08:02:58.910Z,31.769,104.44,10,4.5,mb,44,120.1,,1.14,us,usp000g66a,2014-11-07T01:35:57.464Z,"26 km W of Jiangyou, China",earthquake,,,,20,reviewed,us,us
2008-05-12T08:02:19.300Z,31.929,104.955,10,4.3,mb,16,127.7,,1.12,us,usp000g669,2014-11-07T01:35:57.462Z,"28 km NE of Jiangyou, China",earthquake,,,,2,reviewed,us,us
2008-05-12T07:58:19.520Z,30.932,103.431,10,4.3,mb,32,108.2,,0.84,us,usp000g668,2014-11-07T01:35:57.459Z,"48 km W of Tianpeng, China",earthquake,,,,11,reviewed,us,us
2008-05-12T07:57:13.210Z,31.212,104.611,10,4,mb,9,186.1,,1.12,us,usp000g667,2014-11-07T01:35:57.458Z,"23 km ENE of Deyang, China",earthquake,,,,1,reviewed,us,us
2008-05-12T07:56:59.660Z,31.394,103.855,10,4.7,mb,19,126.9,,1.02,us,usp000g666,2014-11-07T01:35:57.456Z,"45 km N of Tianpeng, China",earthquake,,,,1,reviewed,us,us
2008-05-12T07:55:35.590Z,31.605,104.488,10,4.7,mb,10,127.3,,1.07,us,usp000g665,2014-11-07T01:35:57.454Z,"23 km NW of Mianyang, China",earthquake,,,,1,reviewed,us,us
2008-05-12T07:54:38.600Z,32.433,105.36,10,4.8,mb,9,180.5,,0.49,us,usp000g664,2014-11-07T01:35:57.453Z,"43 km W of Guangyuan, China",earthquake,,,,1,reviewed,us,us
2008-05-12T07:53:50.070Z,30.508,103.879,10,4.8,mb,15,171.9,,0.65,us,usp000g663,2014-11-07T01:35:57.451Z,"25 km SW of Chengdu, China",earthquake,,,,1,reviewed,us,us
2008-05-12T07:49:20.880Z,31.499,104.363,10,4.2,mb,20,156.7,,0.55,us,usp000g662,2014-11-07T01:35:57.449Z,"30 km W of Mianyang, China",earthquake,,,,2,reviewed,us,us
2008-05-12T07:47:28.640Z,31.125,103.845,10,4.4,mb,21,155.9,,0.74,us,usp000g661,2014-11-07T01:35:57.447Z,"17 km NNW of Tianpeng, China",earthquake,,,,3,reviewed,us,us
2008-05-12T07:44:15.650Z,31.079,103.957,10,4.7,mb,30,64.6,,1.29,us,usp000g660,2014-11-07T01:35:57.444Z,"10 km N of Tianpeng, China",earthquake,,,,10,reviewed,us,us
2008-05-12T07:43:21.160Z,32.589,105.269,10,4.7,mb,26,131.2,,1.39,us,usp000g65z,2014-11-07T01:35:57.442Z,"54 km WNW of Guangyuan, China",earthquake,,,,5,reviewed,us,us
2008-05-12T07:40:40.900Z,32.043,104.671,10,4.9,mb,22,163.3,,0.72,us,usp000g65y,2014-11-07T01:35:57.440Z,"30 km N of Jiangyou, China",earthquake,,,,4,reviewed,us,us
2008-05-12T07:40:04.000Z,31.258,104.128,10,4.7,mb,18,120.6,,1.01,us,usp000g65x,2014-11-07T01:35:57.437Z,"28 km WNW of Deyang, China",earthquake,,,,5,reviewed,us,us
2008-05-12T07:34:42.540Z,31.243,103.625,10,5.1,mb,145,27,,1.02,us,usp000g65w,2022-08-09T09:02:54.421Z,"41 km NW of Tianpeng, China",earthquake,,,,72,reviewed,us,us
2008-05-12T07:31:06.650Z,30.931,103.62,10,4.7,mb,49,69.2,,1.21,us,usp000g65v,2014-11-07T01:35:57.422Z,"31 km WSW of Tianpeng, China",earthquake,,,,16,reviewed,us,us
2008-05-12T07:28:32.690Z,32.521,105.018,10,4.6,mb,24,71.8,,1.07,us,usp000g65u,2014-11-07T01:35:57.419Z,"76 km W of Guangyuan, China",earthquake,,,,5,reviewed,us,us
2008-05-12T07:24:59.380Z,32.209,104.96,10,4.7,mb,46,42.7,,0.99,us,usp000g65t,2014-11-07T01:35:57.413Z,"54 km NNE of Jiangyou, China",earthquake,,,,12,reviewed,us,us
2008-05-12T07:22:48.830Z,31.31,103.244,10,4.8,mb,45,95.7,,0.8,us,usp000g65s,2014-11-07T01:35:57.342Z,"75 km WNW of Tianpeng, China",earthquake,,,,13,reviewed,us,us
2008-05-12T07:22:25.980Z,32.174,104.964,10,4.8,mb,73,70.1,,1.35,us,usp000g65r,2014-11-07T01:35:57.335Z,"50 km NNE of Jiangyou, China",earthquake,,,,23,reviewed,us,us
2008-05-12T07:21:34.080Z,31.68,104.278,10,4.5,mb,43,92.4,,0.84,us,usp000g65q,2014-11-07T01:35:57.330Z,"42 km WSW of Jiangyou, China",earthquake,,,,7,reviewed,us,us
2008-05-12T07:20:33.370Z,31.18,103.738,10,4.5,mb,7,126.7,,0.48,us,usp000g65p,2014-11-07T01:35:57.328Z,"28 km NW of Tianpeng, China",earthquake,,,,1,reviewed,us,us
2008-05-12T07:15:34.320Z,31.592,104.636,10,4.7,mb,17,152.6,,0.92,us,usp000g65m,2014-11-07T01:35:57.285Z,"14 km NNW of Mianyang, China",earthquake,,,,5,reviewed,us,us
2008-05-12T07:13:41.220Z,31.042,103.526,10,4.7,mb,89,56.9,,1.09,us,usp000g65k,2014-11-07T01:35:57.279Z,"39 km W of Tianpeng, China",earthquake,,,,29,reviewed,us,us
2008-05-12T07:08:42.990Z,31.183,105.132,10,4.8,mb,34,208.2,,0.66,us,usp000g65j,2020-04-16T17:08:27.573Z,"10 km NNE of Tongchuan, China",earthquake,,,,14,reviewed,us,us
2008-05-12T07:07:31.790Z,32.219,104.918,10,4.9,mb,51,58.7,,0.94,us,usp000g65h,2022-05-02T19:59:09.208Z,"53 km NNE of Jiangyou, China",earthquake,,,,12,reviewed,us,us
2008-05-12T07:06:38.430Z,32.187,104.854,10,4.9,mb,57,102.9,,0.69,us,usp000g65g,2022-05-02T19:39:45.245Z,"48 km NNE of Jiangyou, China",earthquake,,,,17,reviewed,us,us
2008-05-12T07:05:05.390Z,32.165,105.134,10,5,mb,12,130.4,,0.68,us,usp000g65f,2014-11-07T01:35:57.153Z,"59 km NE of Jiangyou, China",earthquake,,,,3,reviewed,us,us
2008-05-12T07:01:34.040Z,31.636,104.217,10,5.3,mb,139,34.6,,0.92,us,usp000g65e,2014-11-07T01:35:57.079Z,"47 km WNW of Mianyang, China",earthquake,,,,60,reviewed,us,us
2008-05-12T07:00:42.660Z,32.195,104.908,10,5,mb,20,149.4,,0.86,us,usp000g65d,2014-11-07T01:35:57.076Z,"50 km NNE of Jiangyou, China",earthquake,,,,3,reviewed,us,us
2008-05-12T07:00:28.970Z,31.216,103.646,10,5,mb,25,154.6,,1.42,us,usp000g65c,2014-11-07T01:35:57.048Z,"37 km NW of Tianpeng, China",earthquake,,,,6,reviewed,us,us
2008-05-12T06:57:34.870Z,31.857,104.638,10,5.1,mb,72,63.8,,0.91,us,usp000g65b,2014-11-07T01:35:57.038Z,"12 km NW of Jiangyou, China",earthquake,,,,11,reviewed,us,us
2008-05-12T06:54:18.100Z,31.146,103.747,10,5.3,mb,134,41.5,,0.89,us,usp000g65a,2014-11-07T01:35:57.006Z,"25 km NW of Tianpeng, China",earthquake,,,,50,reviewed,us,us
2008-05-12T06:53:30.090Z,32.372,105.202,10,5.1,mb,28,119.3,,1.08,us,usp000g659,2014-11-07T01:35:56.976Z,"58 km W of Guangyuan, China",earthquake,,,,8,reviewed,us,us
2008-05-12T06:51:22.030Z,31.539,104.088,10,4.9,mb,12,118.6,,0.77,us,usp000g658,2014-11-07T01:35:56.945Z,"53 km NNW of Deyang, China",earthquake,,,,2,reviewed,us,us
2008-05-12T06:50:36.930Z,31.906,104.481,10,5.1,mb,77,95.3,,0.67,us,usp000g657,2014-11-07T01:35:56.906Z,"27 km NW of Jiangyou, China",earthquake,,,,25,reviewed,us,us
2008-05-12T06:48:59.120Z,32.436,105.234,10,5.3,mb,47,53.3,,1.15,us,usp000g656,2022-05-02T19:45:51.198Z,"55 km W of Guangyuan, China",earthquake,,,,5,reviewed,us,us
2008-05-12T06:43:57.160Z,31.272,104.705,10,5.4,mb,60,132.1,,0.98,us,usp000g655,2014-11-07T01:35:56.799Z,"21 km S of Mianyang, China",earthquake,,,,29,reviewed,us,us
2008-05-12T06:43:14.360Z,31.211,103.715,10,5.8,mb,173,23.8,,0.93,us,usp000g654,2022-08-09T08:59:40.896Z,"32 km NW of Tianpeng, China",earthquake,,,,62,reviewed,us,us
2008-05-12T06:42:08.950Z,31.342,104.682,10,5.7,mb,17,105.1,,0.97,us,usp000g653,2020-09-21T15:30:18.147Z,"13 km S of Mianyang, China",earthquake,,,,4,reviewed,us,us
2008-05-12T06:41:56.000Z,31.586,104.032,10,5.7,mb,31,89.2,,1.07,us,usp000g652,2022-05-02T19:59:03.779Z,"60 km NNW of Deyang, China",earthquake,,,,4,reviewed,us,us
2008-05-12T06:41:26.530Z,31.968,104.787,10,5.2,mb,6,174.4,,1.71,us,usp000g651,2014-11-07T01:35:56.686Z,"23 km NNE of Jiangyou, China",earthquake,,,,1,reviewed,us,us
2008-05-12T06:28:01.570Z,31.002,103.322,19,7.9,mwc,774,11.3,,1.2,us,usp000g650,2024-01-01T04:09:22.073Z,"58 km W of Tianpeng, China",earthquake,,,,,reviewed,us,us
2008-05-11T03:19:02.200Z,25.658,99.87,10,3.8,mb,13,129.7,,1.03,us,usp000g62b,2014-11-07T01:35:56.213Z,"35 km WNW of Dali, China",earthquake,,,,3,reviewed,us,us
2008-05-07T15:30:00.780Z,23.021,100.944,35,4.2,mb,15,124.4,,0.61,us,usp000g5rd,2014-11-07T01:35:52.255Z,"116 km N of Jinghong, China",earthquake,,,,1,reviewed,us,us
2008-05-05T20:55:12.610Z,25.978,104.55,10,4.1,mb,17,100.3,,1.12,us,usp000g5k4,2014-11-07T01:35:51.475Z,"73 km SSW of Liupanshui, China",earthquake,,,,3,reviewed,us,us
2008-05-02T15:56:27.160Z,27.449,101.939,35,4.8,mb,81,58.3,,1.31,us,usp000g5bp,2014-11-07T01:35:49.871Z,"59 km SSW of Xichang, China",earthquake,,,,52,reviewed,us,us
2008-04-30T07:09:47.640Z,25.943,104.628,41.1,4.3,mb,21,101,,0.63,us,usp000g55p,2014-11-07T01:35:45.316Z,"75 km SSW of Liupanshui, China",earthquake,,8.6,,1,reviewed,us,us
2008-04-28T17:49:57.450Z,39.057,110.465,10,4.1,mb,14,134.5,,0.67,us,usp000g51r,2014-11-07T01:35:44.738Z,"84 km SE of Ordos, China",earthquake,,,,4,reviewed,us,us
2008-04-21T08:35:52.820Z,39.051,102.603,10,3.8,mb,12,128.4,,0.91,us,usp000g4fs,2014-11-07T01:35:41.211Z,"70 km NNE of Jinchang, China",earthquake,,,,1,reviewed,us,us
2008-04-20T21:42:26.560Z,38.01,101.828,24.8,4,mb,29,126.6,,0.84,us,usp000g4er,2014-11-07T01:35:41.107Z,"63 km SSW of Jinchang, China",earthquake,,18.2,,11,reviewed,us,us
2008-04-14T23:12:36.590Z,38.936,99.15,10,3.5,mb,14,187.8,,0.44,us,usp000g3xj,2014-11-07T01:35:37.166Z,"104 km SSE of Jiuquan, China",earthquake,,,,3,reviewed,us,us
2008-04-09T22:55:21.750Z,27.212,102.793,89.5,4.1,mb,20,128.9,,0.69,us,usp000g3gn,2014-11-07T01:35:34.555Z,"eastern Sichuan, China",earthquake,,10.6,,6,reviewed,us,us
2008-04-06T01:05:52.250Z,36.202,106.306,10,4.2,mb,38,90.7,,0.88,us,usp000g36g,2014-11-07T01:35:31.880Z,"81 km NNW of Pingliang, China",earthquake,,,,19,reviewed,us,us
2008-04-03T18:25:26.400Z,28.412,102.539,10,4.2,mb,17,127.4,,1,us,usp000g31x,2014-11-07T01:35:29.780Z,"63 km NNE of Xichang, China",earthquake,,,,1,reviewed,us,us
